OBJECTID_1,OBJECTID,District,Route,Rte_SFX,County,PM_PFX,Postmile,PM_SFX,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT,Lon_S_or_W,Lat_S_or_W,Lon_N_or_E,Lat_N_or_E
748,748,2,299, ,MOD, ,66.632, ,NEVADA STATE LINE,20,110,75, , , ,-119.999152,41.55757547,-119.999152,41.55757547
749,749,2,395, ,LAS,R,0, ,SIERRA/LASSEN COUNTY LINE, , , ,1300,13100,10100,-120.0352349,39.70865432,-120.0345971,39.70873775
750,750,2,395, ,LAS,R,4.615, ,JCT. RTE. 70 WEST,1300,13100,10100,610,7200,6300,-120.0389777,39.77512673,-120.0383348,39.77510401
751,751,2,395, ,LAS, ,29.84, ,GARNIER ROAD,600,7000,6100,570,5800,4700,-120.1718908,40.09081901,-120.1718908,40.09081901
752,752,2,395, ,LAS, ,51.87, ,STANDISH ROAD,620,7000,5400,610,7400,5700,-120.4901616,40.28358793,-120.4900797,40.28364248
753,753,2,395, ,LAS, ,55.18, ,JANESVILLE ROAD,680,7700,5400,670,8500,7000,-120.5382095,40.31385636,-120.538144,40.31392156
754,754,2,395, ,LAS,R,61.094, ,JCT. RTE. 36 WEST,1100,9700,8400,430,4150,4050,-120.591866,40.380545,-120.591866,40.380545
755,755,2,395, ,LAS, ,70.12, ,"STANDISH, COUNTY ROAD A 3",190,2000,1750,200,1750,1550,-120.4227963,40.36518378,-120.4227963,40.36518378
756,756,2,395, ,LAS, ,72.943, ,"LITCHFIELD, COUNTY ROAD A-27",200,1750,1550,140,1500,1300,-120.3851189,40.38190382,-120.3851372,40.38190759
757,757,2,395, ,LAS,R,76.927, ,WENDEL ROAD,140,1500,1300,130,1300,1150,-120.3116728,40.37865951,-120.3116728,40.37865951
758,758,2,395, ,LAS, ,108.455, ,RAVENDALE,170,1550,940,170,1550,920,-120.3666794,40.79908329,-120.3666794,40.79908329
759,759,2,395, ,LAS, ,129.195, ,"MADELINE, ASH VALLEY ROAD",160,1550,890,150,1500,880,-120.4744633,41.05324898,-120.4744633,41.05324898
760,760,2,395, ,LAS, ,138.979, ,LASSEN/MODOC COUNTY LINE,140,1350,880, , , ,-120.5047341,41.18418525,-120.5047377,41.18412597
761,761,2,395, ,MOD, ,0.055, ,LASSEN/MODOC COUNTY LINE, , , ,140,1350,880,-120.5047341,41.18418525,-120.5047377,41.18412597
762,762,2,395, ,MOD, ,3.216, ,"LIKELY, JESS VALLEY ROAD",250,1600,1050,140,1700,1150,-120.5039143,41.23058596,-120.5039143,41.23058524
763,763,2,395, ,MOD,R,20.975, ,GLENN STREET,120,1700,1300,270,2150,1950,-120.542385,41.47925348,-120.5423892,41.47919442
764,764,2,395, ,MOD, ,22.07, ,"ALTURAS, FIRST STREET",700,6700,6000,670,6500,5700,-120.5424387,41.4840715,-120.5424378,41.48399893
765,765,2,395, ,MOD, ,22.764, ,"ALTURAS, JCT. RTE. 299 WEST",380,7100,6300,360,5900,5500,-120.5425901,41.49449742,-120.5425878,41.49440505
766,766,2,395, ,MOD, ,23.04, ,ALTURAS STATE HIGHWAY MAINTENANCE STATION,340,3550,3050,340,3550,3050,-120.5386169,41.49648828,-120.5386732,41.49643987
767,767,2,395, ,MOD, ,28.285, ,JCT. RTE. 299 EAST,180,3250,1650,110,2150,1200,-120.4599313,41.54016924,-120.4599313,41.54016924
768,768,2,395, ,MOD, ,61.563, ,OREGON STATE LINE,90,1850,760, , , ,-120.2980748,41.99299801,-120.2980748,41.99299801
769,769,3,5, ,SAC, ,0.018, ,SAN JOAQUIN/SACRAMENTO COUNTY LINE, , , ,5000,63000,57400,-121.4480548,38.2547366,-121.4477095,38.25487429
770,770,3,5, ,SAC, ,2.13, ,TWIN CITIES ROAD,5000,63000,57400,5000,63000,57600,-121.4580902,38.28427081,-121.4577106,38.28430596
771,771,3,5, ,SAC, ,8.493, ,HOOD FRANKLIN ROAD,5000,63000,57600,6900,85000,77000,-121.4770035,38.37538528,-121.4766362,38.37542829
772,772,3,5, ,SAC, ,10.826, ,ELK GROVE BOULEVARD,6900,85000,77000,7800,98000,91000,-121.4839493,38.40876407,-121.4835723,38.40878152
773,773,3,5, ,SAC, ,12.037, ,LAGUNA BOULEVARD,7800,98000,91000,8800,104000,97800,-121.4875382,38.42615337,-121.4871888,38.42608201
774,774,3,5, ,SAC, ,16.147, ,"SACRAMENTO, POCKET/MEADOWVIEW ROADS",8800,104000,97800,10000,124000,114800,-121.5107608,38.48122047,-121.5104198,38.48123172
775,775,3,5, ,SAC, ,17.185, ,"SACRAMENTO, FLORIN ROAD",1000,124000,114800,11900,146000,141300,-121.5166532,38.49551931,-121.516395,38.49552983
776,776,3,5, ,SAC, ,18.651, ,"SACRAMENTO, 43RD AVENUE",11900,146000,141300,13300,172000,163500,-121.5221346,38.51597027,-121.5218744,38.51596845
777,777,3,5, ,SAC, ,19.304, ,"SACRAMENTO, SEAMAS AVENUE",13300,172000,163500,13300,171000,161000,-121.5214055,38.52563208,-121.5211588,38.52558392
778,778,3,5, ,SAC, ,20.534, ,"SACRAMENTO, SUTTERVILLE ROAD",13300,171000,161000,13600,170000,161500,-121.5109083,38.54073214,-121.5106931,38.54066059
779,779,3,5, ,SAC, ,22.565, ,"SACRAMENTO, JCT. RTE. 50",13600,170000,161500,15200,203000,192700,-121.5109673,38.56840838,-121.5107158,38.56834126
780,780,3,5, ,SAC, ,23.177, ,"SACRAMENTO, P/Q STREETS",15200,203000,192700,14800,202000,190200,-121.5078697,38.57692394,-121.5076329,38.57688151
781,781,3,5, ,SAC, ,23.799, ,"SACRAMENTO, I STREET",14800,202000,190200,15300,206000,193600,-121.5029899,38.58457816,-121.5027263,38.58455471
782,782,3,5, ,SAC, ,24.645, ,"SACRAMENTO, RICHARDS BOULEVARD",15300,206000,193600,16200,211000,202000,-121.5040611,38.59676353,-121.5037636,38.59681186
783,783,3,5, ,SAC, ,25.34, ,"SACRAMENTO, GARDEN HIGHWAY",16200,211000,202000,15300,203000,193000,-121.5080753,38.60631669,-121.5078795,38.60644308
784,784,3,5, ,SAC, ,25.972, ,"SACRAMENTO, WEST EL CAMINO AVENUE",15300,203000,193000,13500,181000,168400,-121.5124619,38.61474741,-121.512176,38.61479706
785,785,3,5, ,SAC, ,26.722, ,"SACRAMENTO, JCT. RTE. 80",13500,181000,169900,13000,169000,160700,-121.5172527,38.62494598,-121.5170176,38.62502941
786,786,3,5, ,SAC, ,29.022, ,"SACRAMENTO, DEL PASO ROAD",10700,148000,136800,9900,141000,127200,-121.5332877,38.65578458,-121.5329688,38.65587295
787,787,3,5, ,SAC, ,29.907, ,"SACRAMENTO, JCT. RTE. 99 NORTH",9900,141000,127200,6300,93000,85900,-121.5401453,38.66717765,-121.5401352,38.66755881
788,788,3,5, ,SAC, ,32.734, ,"SACRAMENTO, AIRPORT BOULEVARD",6300,93000,85900,5100,62000,59900,-121.590994,38.6710821,-121.5910162,38.67137011
789,789,3,5, ,SAC, ,34.652, ,SACRAMENTO/YOLO COUNTY LINE,5100,62000,59900, , , ,-121.626068,38.67313516,-121.6265291,38.6733964
790,790,3,5, ,YOL, ,0, ,SACRAMENTO/YOLO COUNTY LINE, , , ,5100,62000,59900,-121.626068,38.67313516,-121.6265291,38.6733964
791,791,3,5, ,YOL, ,0.52, ,ELKHORN ROAD,5100,62000,59900,5300,67000,61000,-121.6357371,38.6731963,-121.6358045,38.6734447
792,792,3,5, ,YOL, ,5.53, ,COUNTY ROAD 102,5300,67000,61000,4400,55000,50000,-121.7284989,38.67366044,-121.7285229,38.67391457
793,793,3,5, ,YOL,R,6.51, ,"WOODLAND, EAST MAIN STREET",4400,55000,50000,2600,32500,28600,-121.7455035,38.67695778,-121.7452163,38.67709264
794,794,3,5, ,YOL,R,7.086, ,"WOODLAND, JCT. RTE. 113",2600,32500,28600,3400,45000,38200,-121.7507501,38.68389438,-121.7507035,38.6843542
795,795,3,5, ,YOL,R,8.262, ,"WOODLAND, JCT. RTE. 113 NORTH",3400,45000,39400,3000,40000,33700,-121.7651245,38.6964274,-121.7650327,38.69666901
796,796,3,5, ,YOL,R,9.411, ,"COUNTY ROAD 99, WEST STREET",3000,40000,33700,3000,34500,30400,-121.783877,38.70287564,-121.7838364,38.70323058
797,797,3,5, ,YOL,R,10.807, ,JCT. RTE. 16,3000,34500,30400,2300,28000,25500,-121.800507,38.71853007,-121.800318,38.71875069
798,798,3,5, ,YOL,R,12.342, ,"YOLO , COUNTY ROAD 17",2300,28000,25500,2100,26000,23200,-121.8186814,38.73542416,-121.8182829,38.73540995
799,799,3,5, ,YOL,R,17.616, ,"ZAMORA , COUNTY ROAD 13",2100,26000,23200,2300,29500,25000,-121.879549,38.79424019,-121.8791657,38.79424235
800,800,3,5, ,YOL,R,22.61, ,JCT. RTE. 505 SOUTH,2300,29500,25000,3800,44500,36300,-121.9399244,38.84776517,-121.9398638,38.84811848
801,801,3,5, ,YOL,R,23.787, ,COUNTY ROAD 8,3800,44500,36300,3700,42500,36000,-121.9537696,38.86114237,-121.9535153,38.86131076
802,802,3,5, ,YOL,R,25.572, ,COUNTY ROAD 6,3700,42500,36000,3600,41500,35500,-121.974055,38.88163614,-121.973707,38.88165214
803,803,3,5, ,YOL,R,28.92, ,YOLO/COLUSA COUNTY (COUNTY LINE ROAD ),3600,41500,35500, , , ,-122.0003591,38.92546835,-121.999983,38.92546857
804,804,3,5, ,COL,R,0, ,YOLO/COLUSA COUNTY (COUNTY LINE ROAD ), , , ,3500,40500,34800,-122.0003591,38.92546835,-121.999983,38.92546857
805,805,3,5, ,COL,R,6.793, ,HILLGATE ROAD  (MILEPOST EQUATION),3500,40500,34800,3500,38500,33800,-122.0555028,39.01326249,-122.0553524,39.01332963
806,806,3,5, ,COL,R,7.7, ,NORTH ARBUCKLE,3500,38500,33800,3500,39500,35000,-122.0628164,39.02412454,-122.0624955,39.0242106
807,807,3,5, ,COL,R,10.305, ,HAHN ROAD,3500,39500,35000,3400,38500,32800,-122.086276,39.05688189,-122.0859026,39.05689894
808,808,3,5, ,COL,R,15.911, ,HUSTED ROAD,3400,38500,32800,3450,37500,30500,-122.1327563,39.12858816,-122.1327595,39.12901981
809,809,3,5, ,COL,R,17.975, ,"WILLIAMS, E STREET",3450,37500,29600,3400,38000,30800,-122.144219,39.15679011,-122.1439314,39.15692042
810,810,3,5, ,COL,R,18.722, ,JCT. RTE. 20,3400,38000,30800,3050,34500,28700,-122.1502118,39.16676048,-122.1499298,39.1669028
811,811,3,5, ,COL,R,26.729, ,MAXWELL/COLUSA ROADS,3050,34500,28700,3000,35000,27900,-122.1826329,39.27630257,-122.1822969,39.27630117
812,812,3,5, ,COL,R,29.248, ,NORTH MAXWELL OVERHEAD,3000,35000,27900,3000,32500,27300,-122.1913356,39.31158259,-122.1911263,39.31182536
813,813,3,5, ,COL,R,31.839, ,DELEVAN ROAD,3000,32500,27300,3000,32500,27300,-122.1951066,39.34886114,-122.1947687,39.34885224
814,814,3,5, ,COL,R,34.365, ,COLUSA/GLENN COUNTY LINE,3000,32500,27300, , , ,-122.1932093,39.38527719,-122.1928725,39.38530214
815,815,3,5, ,GLE,R,0, ,COLUSA/GLENN COUNTY LINE, , , ,3000,32500,27300,-122.1932093,39.38527719,-122.1928725,39.38530214
816,816,3,5, ,GLE,R,1.517, ,COUNTY ROAD 68,3000,32500,27300,2900,32000,27000,-122.1959614,39.40712098,-122.1956281,39.40712439
817,817,3,5, ,GLE,R,7.607, ,COUNTY ROAD 57,2900,32000,27000,2900,32500,26000,-122.1971235,39.4949482,-122.1968123,39.49497316
818,818,3,5, ,GLE,R,9.872, ,"WILLOWS, JCT. RTE. 162",2900,32500,26000,3200,37500,29000,-122.2148932,39.52418758,-122.214588,39.52422968
819,819,3,5, ,GLE,R,10.877, ,"COUNTY ROAD 48;N/O JCT RTE 162",3200,37500,29000,3200,32500,29000,-122.2149237,39.53880721,-122.2146267,39.53880101
820,820,3,5, ,GLE,R,13.895, ,COUNTY ROAD 39,3200,32500,29000,3200,37500,29000,-122.210567,39.58235328,-122.2102741,39.5823331
821,821,3,5, ,GLE,R,16.803, ,COUNTY ROAD 33,3200,37500,29000,3200,36500,29200,-122.2053528,39.62428543,-122.2050555,39.62427689
822,822,3,5, ,GLE,R,20.822, ,COUNTY ROAD 27,3200,36500,29200,2900,32500,28000,-122.2048179,39.68248905,-122.2045282,39.68248083
823,823,3,5, ,GLE,R,24.817, ,COUNTY ROAD 16,2900,32500,28000,3000,35500,29000,-122.2058178,39.74036116,-122.2055295,39.74037077
824,824,3,5, ,GLE,R,25.529, ,JCT. RTE. 32 EAST,3000,35500,29000,3050,34000,27400,-122.2056515,39.75075494,-122.2053631,39.75063824
825,825,3,5, ,GLE,R,27.812, ,COUNTY ROAD 7,3050,34000,27400,3050,34000,27400,-122.2045156,39.78374463,-122.2042299,39.78374917
826,826,3,5, ,GLE,R,28.821, ,GLENN/TEHAMA COUNTY LINE,3050,34000,27400, , , ,-122.2010091,39.79811196,-122.2006979,39.79811081
827,827,3,12, ,SAC, ,0, ,SOLANO/SACRAMENTO COUNTY LINE, , , ,2300,24400,22800,-121.685259,38.15956757,-121.685259,38.15956757
828,828,3,12, ,SAC, ,0.571, ,JCT. RTE. 160,2300,21600,19200,1900,19000,17200,-121.6763774,38.15521957,-121.6764632,38.15512624
829,829,3,12, ,SAC, ,5.645, ,ISLETON/TERMINOUS ROADS,1900,19000,17200,1950,19400,17800,-121.589532,38.13006378,-121.589532,38.13006378
830,830,3,12, ,SAC, ,6.2, ,SACRAMENTO/SAN JOAQUIN COUNTY LINE,1950,19400,17800, , , ,-121.5796368,38.12575282,-121.5796368,38.12575282
831,831,3,16, ,COL, ,0, ,JCT. RTE. 20, , , ,80,600,510,-122.3588521,39.01307741,-122.3588521,39.01307741
832,832,3,16, ,COL, ,7.256, ,COLUSA/YOLO COUNTY LINE,80,600,510, , , ,-122.3318694,38.92410358,-122.3318694,38.92410358
833,833,3,16, ,YOL, ,0, ,COLUSA/YOLO COUNTY LINE, , , ,80,600,510,-122.3318694,38.92410358,-122.3318694,38.92410358
834,834,3,16, ,YOL, ,7.146, ,"RUMSEY, MANZANITA AVENUE",90,700,600,140,1150,900,-122.2376396,38.88794538,-122.2376396,38.88794538
835,835,3,16, ,YOL, ,12.205, ,"GUINDA, COUNTY ROAD 57",140,1350,1050,140,1350,1100,-122.1905477,38.826582,-122.1905477,38.826582
836,836,3,16, ,YOL, ,18.132, ,MOSSY CREEK BRIDGE,200,2200,1650,200,2200,1650,-122.1499664,38.74877122,-122.1499664,38.74877122
837,837,3,16, ,YOL, ,19.2, ,WINNER'S WAY,200,2200,1700,510,6800,6500,-122.1451154,38.73646389,-122.1450584,38.73633677
838,838,3,16, ,YOL, ,19.427, ,INDIAN BINGO ROAD,510,6800,6500,950,11000,10500,-122.1430558,38.73169159,-122.14304,38.73165441
839,839,3,16, ,YOL, ,25.148, ,CAPAY CANAL BRIDGE,950,11000,10500,950,11000,10500,-122.0573554,38.70700478,-122.0573554,38.70700478
840,840,3,16, ,YOL, ,27.546, ,"ESPARTO, ORLEANS STREET",950,10800,9500,950,10800,9500,-122.020734,38.69632479,-122.020734,38.69632479
841,841,3,16, ,YOL, ,27.96, ,GRAFTON STREET,1050,10300,9000,1050,10300,9200,-122.0166051,38.69324427,-122.0166051,38.69324427
842,842,3,16, ,YOL, ,28.266, ,COUNTY ROAD 21 A,1050,10300,9600,1350,12900,12500,-122.0175656,38.68906644,-122.0175656,38.68906644
843,843,3,16, ,YOL, ,31.032, ,"MADISON, COUNTY ROAD 89",1350,12900,12500,1350,14000,13000,-121.967355,38.68176827,-121.967355,38.68176827
844,844,3,16, ,YOL, ,32.226, ,JCT. RTE. 505,1350,14000,13000,700,8700,8400,-121.9520873,38.6796374,-121.9520873,38.6796374
845,845,3,16, ,YOL, ,36.71, ,COUNTY ROAD 94 B,820,10000,9600,820,10000,9600,-121.8707473,38.66966041,-121.8707473,38.66966041
846,846,3,16, ,YOL, ,39.558, ,CO RD 97,910,11000,10400,1000,13100,11500,-121.8210988,38.67779595,-121.8210988,38.67779595
847,847,3,16, ,YOL,R,40.57, ,WEST MAIN STREET,1057,13100,11500,820,9200,8700,-121.8025396,38.67766743,-121.8025396,38.67766743
848,848,3,16, ,YOL,R,41.303, ,WEST WOODLAND AVENUE,820,9200,8700,700,8500,8200,-121.8024969,38.68848223,-121.8024969,38.68848223
849,849,3,16, ,YOL,R,41.567, ,KENTUCKY AVENUE/ COUNTY ROAD 20,700,8500,8200,500,6000,5600,-121.8024707,38.69233535,-121.8024707,38.69233535
850,850,3,16, ,YOL,R,43.42, ,JCT. RTES. 5/16,500,6000,5600, , , ,-121.8004337,38.7186561,-121.8004337,38.7186561
851,851,3,16, ,SAC,T,1.753, ,INT EB OFF 50 TO 16, , , ,4800,55000,49500,-121.4092339,38.55234562,-121.4093983,38.5522578
852,852,3,16, ,SAC, ,4.166, ,"SACRAMENTO, WATT AVENUE",750,8500,7700,1200,13800,12800,-121.4092146,38.55163953,-121.4094115,38.55165638
853,853,3,16, ,SAC, ,6.22, ,BRADSHAW ROAD,1200,13800,12800,1050,11700,11300,-121.3349473,38.52901492,-121.3349553,38.52901705
854,854,3,16, ,SAC, ,8.342, ,EXCELSIOR ROAD,1050,11700,11300,920,10600,10000,-121.2978785,38.5188116,-121.2978785,38.5188116
855,855,3,16, ,SAC,R,11.474, ,"SACRAMENTO, SUNRISE BOULEVARD",920,10600,10000,1150,13800,13200,-121.242391,38.50578313,-121.242391,38.50578313
856,856,3,16, ,SAC, ,12.54, ,GRANT LINE ROAD,1150,13800,13200,1450,15900,14200,-121.2231872,38.50190054,-121.2231872,38.50190054
857,857,3,16, ,SAC,R,15.999, ,DILLIARD ROAD,1450,15900,14200,1450,16000,14700,-121.1612308,38.49327717,-121.1612308,38.49327717
858,858,3,16, ,SAC,R,16.805, ,LATROBE ROAD,1500,16500,14800,1500,17000,14800,-121.1465443,38.49577132,-121.1465443,38.49577132
859,859,3,16, ,SAC, ,19.473, ,MURIETTA PARKWAY,1200,13300,12900,850,10000,9600,-121.098481,38.49628119,-121.098481,38.49628119
860,860,3,16, ,SAC,R,22.848, ,IONE ROAD,690,7600,7000,600,6800,6100,-121.04057,38.48171295,-121.04057,38.48171295
861,861,3,16, ,SAC,R,23.955, ,SACRAMENTO/AMADOR COUNTY LINE,600,6800,6100, , , ,-121.0271482,38.48084437,-121.0271482,38.48084437
862,862,3,20, ,COL, ,0, ,LAKE/COLUSA COUNTY LINE, , , ,730,7700,6100,-122.4093185,39.01135215,-122.4093185,39.01135215
863,863,3,20, ,COL, ,3.451, ,JCT. RTE. 16 SOUTH,730,7700,6100,680,7200,5600,-122.3588521,39.01307741,-122.3588521,39.01307741
864,864,3,20, ,COL,T,20.558, ,JUNCTION OLD ROUTE 20,730,7400,5900,750,7100,5600,-122.1735565,39.15345742,-122.1735565,39.15345742
865,865,3,20, ,COL,R,22.12, ,"WILLIAMS, JCT. RTE. 5",980,9800,7300,560,6800,6200,-122.1499886,39.1666977,-122.1499886,39.1666977
866,866,3,20, ,COL,T,23.187, ,HUSTED ROAD,520,6800,6200,910,10100,9500,-122.13291,39.17403902,-122.13291,39.17403902
867,867,3,20, ,COL, ,28.69, ,"COLUSA, HUNTER ROAD",910,10100,9500,910,10100,9500,-122.0461479,39.19537086,-122.0461479,39.19537086
868,868,3,20, ,COL, ,30.639, ,"COLUSA, FREMONT STREET",680,6800,6700,680,7000,6900,-122.0171672,39.20931187,-122.0171672,39.20931187
869,869,3,20, ,COL, ,31.091, ,"COLUSA, JCT. RTE. 45 NORTH",910,9700,9300,1500,13000,12400,-122.0147474,39.21561542,-122.0147474,39.21561542
870,870,3,20, ,COL, ,31.47, ,"COLUSA, FIFTH STREET",1500,13000,12500,1500,13000,12500,-122.0079979,39.21406031,-122.0079662,39.21395167
871,871,3,20, ,COL, ,31.841, ,"COLUSA, MARKET/BRIDGE STREETS",1750,16000,15400,1750,16000,15400,-122.0012544,39.21246603,-122.0012544,39.21246603
872,872,3,20, ,COL, ,32.29, ,"COLUSA, FREMONT STREET",1500,14000,13300,1050,12300,11600,-122.0036284,39.20620142,-122.0036284,39.20620142
873,873,3,20, ,COL, ,33.12, ,MOON BEND ROAD,810,9000,8400,810,9000,8400,-122.0001639,39.19543065,-122.0002752,39.19540431
874,874,3,20, ,COL, ,36.785, ,JCT. RTE. 45 SOUTH,810,9000,8400,760,8300,7800,-121.9651142,39.15016169,-121.9651165,39.15014711
875,875,3,20, ,COL,R,39.34, ,COLUSA/SUTTER COUNTY LINE,820,9000,8400, , , ,-121.9177484,39.14567015,-121.9177484,39.14567015
876,876,3,20, ,SUT,R,0, ,COLUSA/SUTTER COUNTY LINE, , , ,820,9000,8500,-121.9177484,39.14567015,-121.9177484,39.14567015
877,877,3,20, ,SUT, ,5.009, ,EAST END SUTTER BYPASS,820,9100,8500,820,9100,8500,-121.8290335,39.14753074,-121.8290335,39.14753074
878,878,3,20, ,SUT, ,9.176, ,ACACIA AVENUE,820,9100,8500,1000,11000,10500,-121.7539545,39.14236853,-121.7539531,39.14224687
879,879,3,20, ,SUT, ,12.67, ,TOWNSHIP ROAD,1000,11000,10100,1100,11800,11300,-121.6889401,39.14145091,-121.6889533,39.14128908
880,880,3,20, ,SUT, ,13.6, ,GEORGE WASHINGTON BOULEVARD,1100,11800,11300,1500,18100,17500,-121.6716144,39.1414551,-121.6715796,39.14130505
881,881,3,20, ,SUT,R,15.35, ,CIVIC CENTER BOULEVARD,2700,31000,30000,3150,36000,35000,-121.6393296,39.14183999,-121.6393297,39.14174578
882,882,3,20, ,SUT,R,15.598, ,JCT. RTE. 99,3150,36000,35000,3550,4200,38000,-121.6345557,39.14190278,-121.6345478,39.14172117
883,883,3,20, ,SUT, ,16.33, ,"YUBA CITY, LIVE OAK BOULEVARD",5000,50000,47000,5100,54000,52000,-121.6209069,39.14144768,-121.6209456,39.14131245
884,884,3,20, ,SUT, ,16.52, ,"YUBA CITY, PLUMAS STREET",5100,54000,52000,5100,50000,47500,-121.6177074,39.14073542,-121.6176864,39.140592
885,885,3,20, ,SUT, ,16.838, ,"YUBA CITY, SUTTER STREET",5100,50000,47500,4450,50000,48200,-121.6122085,39.14260755,-121.6121875,39.14245663
886,886,3,20, ,SUT, ,17.057, ,SUTTER/YUBA COUNTY LINE,4450,50000,48200, , , ,-121.6080887,39.14355959,-121.608077,39.14344565
887,887,3,20, ,YUB, ,0, ,SUTTER/YUBA COUNTY LINE, , , ,4450,50000,48200,-121.6080887,39.14355959,-121.608077,39.14344565
888,888,3,20, ,YUB, ,0.675, ,"MARYSVILLE, H STREET",4450,50000,45000,4400,44500,44000,-121.59589,39.14542465,-121.5958744,39.14533782
889,889,3,20, ,YUB, ,0.84, ,"MARYSVILLE, F STREET",4200,42500,42000,4000,39500,39000,-121.5928831,39.14571809,-121.592871,39.14557282
890,890,3,20, ,YUB, ,0.989, ,"MARYSVILLE, SOUTH JCT. RTE. 70",4000,39500,39000,3200,34000,31000,-121.5911588,39.14468366,-121.5911588,39.14468366
891,891,3,20, ,YUB, ,1.236, ,"MARYSVILLE, 9TH/B STREETS",2500,25000,23500,2250,29000,27100,-121.586642,39.145013,-121.586642,39.145013
892,892,3,20, ,YUB, ,1.472, ,NORTH JCT. RTE. 70,2250,28500,27100,1500,18100,16200,-121.5871288,39.14843652,-121.5871288,39.14843652
893,893,3,20, ,YUB,R,1.98, ,"MARYSVILLE, BUCHANAN STREET",1500,18000,15800,1400,16400,14100,-121.5781623,39.14919564,-121.5781566,39.1491371
894,894,3,20, ,YUB,R,2.94, ,"MARYSVILLE, 22ND STREET",1550,16400,14100,1250,13800,11600,-121.5646135,39.15861827,-121.5646135,39.15861827
895,895,3,20, ,YUB,R,7.018, ,HALLWOOD BOULEVARD,1050,11900,10800,1050,11900,10500,-121.5166834,39.20307442,-121.5166834,39.20307442
896,896,3,20, ,YUB,R,7.89, ,LOMA RICA ROAD,1050,12100,10400,1000,9700,8500,-121.5108416,39.21413204,-121.5107696,39.21403149
897,897,3,20, ,YUB, ,13.269, ,MARYSVILLE ROAD,1000,9700,8500,850,8200,7100,-121.4140203,39.22788208,-121.4140203,39.22788208
898,898,3,20, ,YUB,R,21.475, ,YUBA/NEVADA COUNTY LINE,880,9000,8500, , , ,-121.2834647,39.20275985,-121.2834647,39.20275985
899,899,3,20, ,NEV, ,0, ,YUBA/NEVADA COUNTY LINE, , , ,880,9000,8500,-121.2797847,39.2037846,-121.2797847,39.2037846
900,900,3,20, ,NEV,R,4.651, ,PLEASANT VALLEY ROAD,880,9000,8500,1400,15600,15000,-121.2050524,39.20514642,-121.2050524,39.20514642
901,901,3,20, ,NEV,R,6.6, ,PENN VALLEY DRIVE,1400,15600,15000,1700,18400,17500,-121.1695376,39.2033713,-121.1695529,39.20324066
902,902,3,20, ,NEV,R,12.162, ,"GRASS VALLEY, MILL STREET",1700,18400,17500,2600,27500,26000,-121.0698342,39.20983443,-121.0698342,39.20983443
903,903,3,20, ,NEV,R,12.24, ,"GRASS VALLEY, JCT. RTE. 49",2600,27500,26000,4300,50000,48500,-121.0684567,39.20966156,-121.0684567,39.20966156
904,904,3,20, ,NEV,R,12.302, ,"GRASS VALLEY, JCT. RTE. 49",4300,50000,48500,4300,50000,49000,-121.0680741,39.20964253,-121.0681064,39.20956803
905,905,3,20, ,NEV,R,12.864, ,"GRASS VALLEY, NORTH AUBURN STREET",4300,50000,49000,4000,43500,39500,-121.0617616,39.21594335,-121.0616877,39.21587313
906,906,3,20, ,NEV,R,13.112, ,"GRASS VALLEY, BENNETT STREET",4000,43500,39500,5300,57000,49100,-121.058785,39.21859208,-121.0587258,39.21851869
907,907,3,20, ,NEV,R,13.614, ,"GRASS VALLEY, IDAHO/MARYLAND ROAD",5300,57000,49100,4300,44500,42000,-121.0512524,39.22246975,-121.0510155,39.22253924
908,908,3,20, ,NEV,R,14.266, ,DORSEY DRIVE OC,4300,44500,42000,3700,42500,40000,-121.0431048,39.22941786,-121.0429491,39.22935712
909,909,3,20, ,NEV,R,14.797, ,BRUNSWICK ROAD,3700,42500,40000,3150,39000,35700,-121.0366509,39.23536289,-121.0365366,39.23524544
910,910,3,20, ,NEV,R,15.41, ,BANNER RIDGE OVERCROSSING,3150,39000,36000,3000,35500,32300,-121.0310801,39.24302178,-121.0309829,39.24294602
911,911,3,20, ,NEV,R,15.916, ,GOLD FLAT ROAD,3000,35500,32300,2900,29500,28500,-121.0247644,39.24825542,-121.024616,39.24820441
912,912,3,20, ,NEV,R,16.741, ,"NEVADA CITY, SACRAMENTO STREET",2900,29500,28500,2900,27500,25000,-121.0184997,39.25890584,-121.0183153,39.25893619
913,913,3,20, ,NEV,R,16.988, ,"NEVADA CITY, BROAD STREET",2900,27500,25000,2500,18900,17000,-121.0170244,39.26220775,-121.0168675,39.26217858
914,914,3,20, ,NEV,R,17.24, ,"NEVADA CITY, COYOTE STREET",2500,18900,17000,2350,18300,16100,-121.0166658,39.26584912,-121.016465,39.26585277
915,915,3,20, ,NEV,R,17.398, ,"NEVADA CITY, EAST JCT. RTE. 49",2350,18300,16100,910,6400,5300,-121.0150967,39.2678786,-121.0150967,39.2678786
916,916,3,20, ,NEV, ,23.25, ,SCOTTS FLAT ROAD,850,6300,5100,720,5800,4200,-120.9458056,39.2865038,-120.9458056,39.2865038
917,917,3,20, ,NEV, ,29.6, ,WHITE CLOUD CAMPGROUND,560,4900,3400,560,4900,3400,-120.8461967,39.32032463,-120.8461967,39.32032463
