"iid","vid"
"71581_20170519","103149"
"85936_20181130","103120"
"59021_20190815","103157"
"90460_20190917","103120"
"77031_20180710","103144"
"2325_20180615","103109"
"68331_20171103","103120"
"70142_20180212","103133"
"101457_20190829","103144"
"79345_20190115","103120"
"92453_20170912","103131"
"36547_20190701","103153"
"91619_20190410","103133"
"39708_20190627","103124"
"985_20180712","103154"
"69486_20180830","103154"
"68249_20190807","103103"
"66808_20190424","103154"
"1837_20190624","103109"
"76633_20171020","103109"
"84256_20190520","103112"
"76436_20170802","103148"
"78220_20170829","103131"
"94605_20190205","103149"
"2292_20190716","103119"
"81971_20180905","103161"
"91483_20190723","103144"
"80417_20190731","103132"
"85856_20190515","103102"
"34434_20180109","103161"
"93150_20190708","103142"
"500_20190910","103120"
"5267_20190717","103145"
"90240_20180831","103154"
"63918_20190823","103120"
"77564_20161107","103120"
"2945_20161012","103124"
"94723_20180911","103119"
"97844_20190430","103103"
"5016_20190816","103114"
"83013_20190109","103116"
"89678_20181115","103120"
"90826_20190404","103154"
"4803_20170726","103142"
"36570_20171102","103145"
"36348_20191002","103131"
"83704_20190614","103119"
"10433_20190124","103119"
"73860_20181004","103131"
"92592_20180917","103150"
"18480_20190716","103124"
"83566_20190821","103124"
"83709_20170919","103132"
"88539_20190204","103139"
"90460_20190917","103161"
"64958_20190828","103119"
"101771_20190905","103145"
"95366_20180412","103139"
"1631_20180418","103154"
"94911_20180501","103138"
"87791_20190604","103132"
"2721_20180718","103109"
"37879_20181206","103119"
"87791_20190604","103131"
"66685_20190401","103103"
"79829_20180905","103154"
"75353_20190116","103144"
"19002_20190212","103156"
"37115_20190604","103142"
"73949_20180829","103120"
"78019_20190108","103124"
"9232_20180525","103129"
"97200_20190123","103161"
"92584_20180830","103139"
"85157_20190613","103103"
"79296_20190606","103161"
"2599_20190723","103154"
"81509_20190924","103109"
"80279_20180827","103131"
"78985_20190719","103149"
"76513_20190108","103149"
"85953_20190827","103114"
"18480_20181217","103120"
"4186_20190913","103133"
"90139_20190716","103124"
"4480_20190701","103154"
"71831_20190716","103157"
"85459_20181206","103144"
"81522_20190924","103119"
"80405_20190626","103105"
"32733_20190923","103149"
"477_20190924","103154"
"70797_20190717","103119"
"93424_20190611","103116"
"96599_20180904","103139"
"78303_20190408","103105"
"90604_20170502","103105"
"78220_20170829","103116"
"82041_20190829","103147"
"90272_20190228","103105"
"88539_20190204","103129"
"87778_20161011","103149"
"69606_20190930","103139"
"74680_20190603","103119"
"68331_20171103","103154"
"95761_20181114","103156"
"77548_20181205","103142"
"97102_20190104","103120"
"83305_20190109","103120"
"77168_20190718","103133"
"1921_20170601","103103"
"21921_20190603","103119"
"82058_20190424","103124"
"94695_20190821","103157"
"93469_20190411","103124"
"82950_20190822","103150"
"27472_20190828","103161"
"90341_20190614","103120"
"38073_20180924","103131"
"87927_20181109","103131"
"798_20161209","103157"
"97682_20190626","103132"
"59002_20190709","103161"
"2063_20190924","103144"
"38788_20191003","103144"
"94387_20180309","103105"
"66331_20180731","103144"
"81862_20190806","103154"
"2648_20190725","103120"
"88159_20170526","103119"
"2798_20180716","103154"
"81971_20180905","103154"
"21921_20190603","103124"
"94972_20180911","103133"
"91249_20181025","103119"
"76817_20181004","103131"
"75375_20190115","103139"
"81539_20180830","103149"
"77564_20161107","103131"
"75448_20190128","103151"
"2721_20190821","103120"
"75574_20180831","103119"
"95180_20190722","103120"
"9672_20190715","103112"
"74563_20190228","103150"
"16751_20190801","103149"
"2919_20161005","103143"
"34221_20190822","103139"
"92592_20180917","103133"
"94971_20190719","103102"
"83704_20190614","103157"
"5895_20190916","103129"
"21909_20190719","103103"
"89952_20190822","103161"
"92099_20190328","103105"
"91035_20180912","103145"
"81894_20190228","103132"
"2785_20190612","103144"
"95656_20180521","103144"
"85925_20171114","103139"
"69253_20171208","103131"
"76510_20190327","103103"
"76817_20181004","103149"
"84740_20161013","103154"
"86480_20181210","103109"
"2974_20170308","103144"
"91028_20190821","103144"
"78278_20181005","103149"
"91483_20190723","103129"
"61438_20190425","103144"
"442_20180123","103124"
"93573_20190226","103131"
"4643_20190607","103109"
"11416_20190911","103156"
"86399_20190716","103142"
"95437_20181002","103119"
"92584_20190815","103103"
"88429_20180418","103154"
"96529_20180905","103162"
"1726_20190611","103142"
"83704_20180614","103120"
"33125_20190821","103114"
"91287_20181102","103133"
"86271_20190722","103116"
"1352_20170726","103124"
"81103_20190919","103144"
"78328_20190603","103109"
"96214_20190314","103131"
"66297_20171003","103131"
"59577_20190930","103157"
"92812_20190320","103120"
"89830_20190621","103124"
"3651_20171116","103156"
"89071_20190603","103133"
"89993_20180911","103139"
"90203_20181009","103116"
"74866_20170508","103156"
"94686_20180326","103124"
"85500_20190930","103133"
"2357_20171120","103154"
"83709_20170919","103119"
"79565_20181015","103124"
"89027_20181109","103144"
"37115_20190604","103161"
"80494_20190117","103103"
"39810_20190910","103161"
"91428_20181010","103103"
"4186_20180212","103144"
"101233_20190906","103120"
"93424_20190611","103141"
"4986_20170522","103154"
"94635_20180326","103119"
"2945_20180801","103133"
"7512_20190821","103119"
"93189_20180904","103154"
"90460_20190917","103154"
"97989_20190807","103133"
"5770_20190521","103131"
"10433_20190124","103150"
"101461_20191002","103124"
"86138_20190403","103107"
"73978_20180906","103132"
"65679_20190910","103139"
"10540_20170605","103144"
"87791_20190604","103124"
"86766_20190827","103124"
"74133_20190927","103142"
"33145_20190722","103144"
"92993_20190828","103119"
"83704_20190614","103109"
"30496_20171107","103124"
"25374_20190821","103124"
"93060_20181115","103149"
"33527_20180116","103117"
"76747_20190613","103107"
"78278_20181005","103105"
"89710_20190801","103133"
"100214_20190816","103144"
"71803_20181213","103144"
"81088_20181101","103156"
"3561_20190722","103152"
"97802_20190722","103143"
"80120_20190102","103139"
"2357_20190722","103153"
"87765_20180905","103119"
"26149_20190822","103109"
"5150_20190205","103154"
"97356_20190823","103144"
"7407_20170728","103145"
"69486_20180830","103142"
"3651_20170622","103105"
"37879_20190717","103144"
"88480_20181113","103124"
"92584_20180830","103119"
"3651_20190321","103147"
"89059_20180716","103102"
"82934_20190320","103144"
"86076_20190711","103124"
"13838_20170703","103157"
"70142_20190326","103105"
"95219_20190719","103103"
"92584_20180830","103105"
"94347_20190402","103102"
"95113_20180911","103139"
"83640_20190408","103142"
"99509_20190603","103133"
"3561_20170123","103116"
"86224_20171024","103114"
"85781_20190107","103157"
"101771_20190905","103144"
"94703_20180420","103114"
"92387_20181001","103150"
"90214_20190603","103150"
"77761_20171025","103124"
"76431_20190308","103156"
"94235_20190403","103109"
"27874_20190723","103157"
"3165_20190604","103138"
"59828_20190820","103114"
"77958_20180731","103157"
"94832_20190822","103124"
"2357_20171120","103119"
"86154_20190111","103120"
"70939_20190410","103157"
"1983_20190930","103144"
"74712_20190531","103161"
"93060_20181115","103120"
"68331_20171103","103124"
"78328_20190603","103153"
"16751_20190801","103132"
"65901_20190708","103144"
"88554_20181128","103102"
"36022_20190723","103149"
"4819_20190611","103156"
"74358_20180904","103133"
"93150_20190708","103114"
"27821_20180717","103133"
"90945_20170626","103124"
"70142_20170324","103119"
"3324_20190910","103161"
"34839_20190611","103124"
"26379_20171004","103149"
"18800_20171213","103120"
"90192_20190430","103103"
"2325_20180615","103119"
"86765_20181206","103145"
"90939_20181009","103105"
"99014_20190522","103154"
"94928_20181213","103114"
"74116_20190212","103103"
"28843_20190711","103103"
"91802_20170810","103138"
"78793_20181205","103121"
"835_20180917","103145"
"798_20161209","103132"
"95059_20180911","103149"
"83824_20190315","103150"
"73871_20190417","103139"
"78328_20190603","103116"
"97683_20190315","103161"
"89115_20190723","103138"
"73998_20180827","103120"
"18825_20190918","103131"
"91390_20190117","103105"
"69195_20170621","103103"
"32654_20190821","103133"
"11487_20180911","103119"
"93422_20180122","103107"
"96285_20181004","103121"
"80940_20190710","103131"
"7055_20161109","103103"
"92825_20171108","103124"
"94722_20180419","103161"
"94455_20181109","103149"
"77566_20181116","103154"
"1018_20170718","103161"
"99509_20190603","103149"
"99136_20190930","103144"
"66297_20171003","103154"
"69486_20180830","103120"
"95681_20191001","103131"
"9232_20161128","103149"
"2996_20190711","103114"
"84469_20190614","103149"
"3456_20190627","103114"
"75063_20181001","103114"
"76196_20190115","103144"
"89416_20181016","103149"
"100941_20190906","103144"
"3165_20190604","103139"
"68895_20190723","103139"
"91428_20181010","103154"
"94640_20190719","103142"
"90945_20190606","103120"
"489_20190903","103144"
"76817_20181004","103154"
"87021_20181113","103157"
"63763_20190826","103118"
"85157_20190613","103124"
"97975_20190204","103153"
"72136_20181107","103149"
"99799_20190816","103157"
"21921_20190603","103142"
"83636_20181109","103142"
"67510_20190829","103119"
"3935_20190603","103120"
"82911_20190604","103139"
"94572_20190813","103124"
"60067_20190610","103157"
"92099_20190328","103149"
"74712_20190531","103109"
"86718_20181005","103124"
"89115_20190723","103142"
"90236_20190723","103120"
"87791_20190604","103103"
"78220_20190819","103144"
"9232_20161128","103120"
"76545_20180315","103151"
"92467_20180822","103161"
"84759_20181218","103124"
"97989_20180928","103109"
"37879_20181206","103116"
"66297_20190606","103120"
"81978_20170406","103132"
"95232_20190719","103112"
"90213_20190718","103149"
"33125_20190821","103145"
"66990_20190828","103124"
"88326_20181114","103116"
"88862_20180213","103154"
"36022_20190723","103154"
"74485_20190405","103103"
"2798_20161205","103142"
"70142_20190917","103105"
"39708_20190627","103133"
"97356_20190214","103145"
"94970_20180911","103120"
"8122_20190607","103129"
"86384_20181205","103120"
"88780_20181207","103138"
"13428_20181204","103109"
"94635_20180911","103124"
"93189_20180904","103124"
"78220_20170829","103139"
"89993_20180911","103109"
"73949_20180829","103142"
"2721_20180718","103132"
"97802_20190722","103156"
"1692_20190625","103143"
"74680_20190603","103144"
"85856_20190515","103116"
"90760_20170320","103149"
"1631_20170726","103139"
"78303_20161220","103131"
"90917_20170613","103161"
"5144_20190416","103154"
"85955_20190903","103133"
"77852_20181108","103103"
"29246_20190131","103133"
"38112_20180209","103102"
"95539_20190402","103102"
"70778_20171011","103150"
"80120_20190102","103119"
"61016_20190827","103144"
"70142_20190326","103161"
"2555_20190131","103119"
"4803_20181203","103120"
"86781_20190328","103154"
"87611_20170523","103109"
"97277_20190617","103161"
"76218_20170918","103154"
"96575_20180830","103131"
"70225_20181010","103144"
"57579_20170302","103157"
"6356_20190710","103119"
"80479_20190319","103144"
"5200_20190725","103157"
"2325_20180615","103133"
"88475_20181120","103139"
"64195_20170104","103120"
"77958_20170823","103147"
"78303_20190408","103124"
"64195_20170104","103131"
"91572_20170519","103144"
"1970_20190718","103149"
"57579_20190813","103105"
"81978_20180227","103145"
"77958_20180731","103108"
"7575_20190910","103149"
"3936_20190604","103154"
"94190_20180227","103124"
"85986_20161011","103144"
"38197_20171127","103150"
"92825_20171108","103145"
"66229_20190819","103105"
"68602_20190802","103120"
"3456_20190627","103154"
"80299_20190130","103139"
"19373_20170426","103105"
"94612_20180123","103133"
"21921_20190603","103157"
"76408_20181102","103124"
"78328_20190603","103119"
"86154_20190111","103144"
"3256_20190604","103119"
"93946_20180830","103157"
"83704_20161104","103157"
"91287_20181102","103116"
"96864_20180829","103150"
"59828_20190820","103103"
"92467_20180822","103119"
"85924_20190204","103161"
"80494_20190117","103109"
"81134_20180904","103120"
"97877_20181130","103149"
"87791_20190604","103102"
"83744_20190402","103109"
"75965_20181119","103149"
"95671_20181109","103154"
"89969_20170215","103150"
"60380_20170920","103119"
"73840_20190104","103157"
"78019_20190108","103133"
"66705_20181129","103144"
"3019_20190708","103114"
"74399_20170821","103142"
"68895_20190723","103154"
"7216_20190416","103144"
"21921_20190603","103138"
"78328_20190603","103156"
"4718_20190930","103129"
"93187_20180509","103109"
"82550_20190717","103154"
"86150_20190618","103133"
"33527_20180613","103144"
"67554_20180717","103119"
"3302_20190710","103129"
"4412_20180803","103162"
"40185_20191003","103124"
"62769_20171103","103114"
"68390_20180313","103142"
"89687_20170301","103142"
"19138_20180315","103145"
"99102_20190719","103134"
"19170_20190909","103144"
"83013_20190109","103133"
"78601_20170103","103107"
"95188_20190930","103151"
"2766_20180413","103150"
"13428_20181204","103120"
"2721_20190821","103124"
"95160_20180911","103149"
"3484_20190829","103154"
"68451_20190724","103144"
"68121_20190822","103135"
"94792_20190321","103124"
"82550_20190717","103120"
"75187_20190613","103131"
"24572_20171004","103108"
"69606_20190930","103103"
"80280_20190926","103154"
"94894_20190722","103144"
"90523_20190712","103156"
"90939_20170407","103162"
"79829_20180905","103149"
"97882_20190204","103119"
"75013_20190611","103157"
"35659_20190610","103152"
"86910_20190131","103161"
"2335_20190604","103154"
"97252_20190206","103133"
"79565_20181015","103154"
"93362_20180413","103120"
"68865_20190910","103154"
"11487_20180911","103121"
"87470_20190411","103124"
"87209_20190109","103154"
"81978_20180227","103133"
"68390_20180313","103119"
"90428_20181212","103124"
"36685_20190604","103144"
"91979_20170915","103139"
"70142_20170324","103105"
"34222_20180501","103154"
"1631_20190904","103105"
"1582_20181130","103124"
"7711_20190731","103109"
"86073_20190613","103154"
"93539_20190612","103144"
"91210_20170918","103141"
"83504_20181210","103120"
"78328_20190807","103154"
"74760_20180911","103119"
"93422_20190708","103150"
"93549_20190605","103145"
"89798_20170104","103119"
"94665_20180911","103124"
"88475_20181120","103124"
"78985_20190719","103156"
"91809_20190122","103139"
"78184_20190723","103119"
"76545_20170412","103149"
"3586_20190805","103131"
"2638_20190717","103114"
"86076_20190711","103144"
"91453_20190416","103129"
"75881_20190613","103120"
"2589_20170309","103149"
"82602_20191003","103142"
"66771_20180220","103154"
"10540_20170605","103109"
"93150_20190708","103144"
"3920_20180119","103156"
"81815_20190321","103109"
